Account ID,Account Name,Opp Status,Stage,Signal,Funnel Position,Sourced By,Discovery Call Date,Created Date,ARR
001Hr000028Zcyp,"Ada Township, MI",Open,Initial Interest,Top Funnel,Top of Funnel,Jenny Allison,,11/3/2025,
001Hr000028Zd95,"Alamance County, NC",Closed Lost,,Lost,,Shane Lieberman,8/21/2024,1/5/2025,45000
001Hr000028Zdnm,"Albemarle County, VA",Open,Sales Qualified,Mid Funnel,Mid Funnel,Ali Cohen,3/5/2026,2/18/2026,
001Hr000028ZdiC,"Ascension Parish, LA",Open,Initial Interest,Top Funnel,Top of Funnel,Asher Rosenfeld,,1/5/2025,
001Hr000028ZdfX,"Bath Township (Greene County), OH",Open,Initial Interest,Top Funnel,Top of Funnel,Granger West,12/12/2024,1/5/2025,
001Hr000028ZdWI,"Berkeley County, SC",Open,Initial Interest,Top Funnel,Top of Funnel,Alicia Gopal,,10/26/2025,
001Hr000028Zcdd,"Boone County, IN",Open,Proposal,Mid Funnel,Mid Funnel,Sydney Ireland,3/11/2026,1/20/2026,42000
001Hr000028Zcso,"Borough Of Audubon, NJ",Open,Meeting Booked,Top Funnel,Top of Funnel,Sydney Ireland,6/12/2026,6/3/2026,
001cv00000AuZS7,"Borough Of Brielle, NJ",Closed Lost,,Lost,,Ryan Minter,10/21/2025,10/14/2025,24000
001Hr000028ZcHL,"Borough Of Chambersburg, PA",Closed Lost,,Lost,,Joe del Rosario,6/4/2025,6/4/2025,49500
001Hr000028ZcOp,"Borough Of Clarion, PA",Closed Lost,,Lost,,Troy LeCaire,,1/5/2025,
001cv00000AuZ7h,"Borough Of Clementon, NJ",Open,Initial Interest,Top Funnel,Top of Funnel,Sydney Ireland,5/20/2026,5/13/2026,
001Hr000028Zbye,"Borough Of Clifton Heights, PA",Open,Initial Interest,Top Funnel,Top of Funnel,Quinzel Perry,6/12/2025,5/22/2025,
001Hr000028Zbo6,"Borough Of Columbia, PA",Open,Initial Interest,Top Funnel,Top of Funnel,Ali Cohen,,11/18/2025,
001Hr000028ZcLg,"Borough Of Conshohocken, PA",Open,Initial Interest,Top Funnel,Top of Funnel,Granger West,,9/17/2025,
001cv00000AuYLE,"Borough Of Coplay, PA",Closed Lost,,Lost,,Catherine Silvestri,5/15/2026,5/12/2026,
001Hr000028ZcHm,"Borough Of Darby, PA",Open,Meeting Booked,Top Funnel,Top of Funnel,Sydney Ireland,7/8/2026,5/15/2026,
001Hr000028Zc51,"Borough Of Economy, PA",Open,Initial Interest,Top Funnel,Top of Funnel,Quinzel Perry,5/21/2025,5/14/2025,
001Hr000028ZcIj,"Borough Of Ephrata, PA",Closed Lost,,Lost,,Joe del Rosario,1/29/2025,1/8/2025,14000
001Hr000028ZcIj,"Borough Of Ephrata, PA",Closed Lost,,Lost,,Liam Shaw,1/12/2026,1/23/2026,28000
001Hr000028ZcxQ,"Borough Of Fairview, NJ",Closed Lost,,Lost,,Ryan Minter,12/12/2025,12/10/2025,
001Hr000028Zj9e,"Borough Of Flemington, NJ",Closed Lost,,Lost,,Troy LeCaire,,1/5/2025,
001Hr000028ZcCE,"Borough Of Fox Chapel, PA",Closed Lost,,Lost,,Troy LeCaire,,1/5/2025,
001Hr000028ZcCE,"Borough Of Fox Chapel, PA",Closed Lost,,Lost,,Quinzel Perry,9/2/2025,8/21/2025,
001Hr000028ZcOV,"Borough Of Gettysburg, PA",Closed Lost,,Lost,,Troy LeCaire,,1/5/2025,
001Hr000028ZcYr,"Borough Of Glen Rock, NJ",Open,Initial Interest,Top Funnel,Top of Funnel,Ryan Minter,2/18/2026,2/3/2026,
001cv00000AuWYH,"Borough Of Haines, AK",Closed Lost,,Lost,,Leila Assil,,12/15/2025,
001Hr000028ZcBC,"Borough Of Hanover, PA",Closed Lost,,Lost,,Troy LeCaire,,1/5/2025,
001Hr000028Zc5H,"Borough Of Huntingdon, PA",Closed Lost,,Lost,,Troy LeCaire,,1/5/2025,
001Hr000028Zc5H,"Borough Of Huntingdon, PA",Open,Initial Interest,Top Funnel,Top of Funnel,Asher Rosenfeld,,1/5/2025,
001Hr000028Zbvy,"Borough Of Indiana, PA",Closed Lost,,Lost,,Troy LeCaire,,1/5/2025,
001Hr000028Zbvs,"Borough Of Jefferson Hills, PA",Open,Initial Interest,Top Funnel,Top of Funnel,Leila Assil,8/11/2025,7/30/2025,
001Hr000028Zc9B,"Borough Of Kingston, PA",Open,Initial Interest,Top Funnel,Top of Funnel,Ali Cohen,,1/9/2026,
001Hr000028Zc1b,"Borough Of Lansdowne, PA",Closed Lost,,Lost,,Troy LeCaire,,1/5/2025,
001Hr000028Zc1b,"Borough Of Lansdowne, PA",Closed Won,,Won,,Ali Cohen,12/5/2025,12/4/2025,30000
001Hr000028ZcyI,"Borough Of Lincoln Park, NJ",Closed Lost,,Lost,,Troy LeCaire,,1/5/2025,
001Hr000028ZdB2,"Borough Of Lindenwold, NJ",Open,Sales Qualified,Mid Funnel,Mid Funnel,Sydney Ireland,5/26/2026,5/14/2026,
001Hr000028ZcbX,"Borough Of Manasquan, NJ",Closed Lost,,Lost,,Troy LeCaire,,1/5/2025,
001Hr000028Zcsf,"Borough Of Maywood, NJ",Closed Lost,,Lost,,Troy LeCaire,,1/5/2025,
001Hr000028Zcsf,"Borough Of Maywood, NJ",Closed Lost,,Lost,,Joe del Rosario,4/24/2025,4/17/2025,
001Hr000028ZcH8,"Borough Of Montvale, NJ",Closed Lost,,Lost,,Troy LeCaire,,1/5/2025,
001Hr000028ZcIl,"Borough Of Mount Carmel, PA",Closed Lost,,Lost,,Troy LeCaire,,1/5/2025,
001Hr000028ZcBk,"Borough Of Munhall, PA",Closed Lost,,Lost,,Troy LeCaire,,1/5/2025,
001Hr000028ZcBk,"Borough Of Munhall, PA",Open,Initial Interest,Top Funnel,Top of Funnel,Asher Rosenfeld,,1/5/2025,
001Hr000028ZdcE,"Borough Of Norristown, PA",Open,Proposal,Mid Funnel,Mid Funnel,Granger West,10/2/2025,9/17/2025,59500
001Hr000028Zcz7,"Borough Of Oakland, NJ",Closed Lost,,Lost,,Troy LeCaire,,1/5/2025,
001Hr000028Zc8u,"Borough Of Pine Hill, NJ",Open,Sales Qualified,Mid Funnel,Mid Funnel,Sydney Ireland,5/18/2026,5/13/2026,
001Hr000028ZbqZ,"Borough Of Pitman, NJ",Open,Sales Qualified,Mid Funnel,Mid Funnel,Sydney Ireland,6/1/2026,6/1/2026,
001Hr000028Zc3H,"Borough Of Quakertown, PA",Closed Lost,,Lost,,Sydney Ireland,5/15/2026,5/13/2026,
001cv00000AuXHv,"Borough Of Reynoldsville, PA",Closed Lost,,Lost,,Ali Cohen,2/4/2026,11/6/2025,
001cv00000NB3F3,"Borough of Sea Girt, NJ",Closed Lost,,Lost,,Ryan Minter,10/29/2025,10/30/2025,
001Hr000028Zd7A,"Borough Of South River, NJ",Closed Lost,,Lost,,Joe del Rosario,10/18/2024,1/5/2025,10000
001Hr000028Zd7A,"Borough Of South River, NJ",Closed Lost,,Lost,,Asher Rosenfeld,,1/5/2025,
001Hr000028ZdV3,"Borough Of State College, PA",Open,Initial Interest,Top Funnel,Top of Funnel,Nick Martino,,11/26/2025,
001Hr000028ZcAn,"Borough Of Swissvale, PA",Open,Initial Interest,Top Funnel,Top of Funnel,Quinzel Perry,,1/31/2025,
001cv000006fPFH,"Borough Of Upland, PA",Closed Lost,,Lost,,Granger West,6/23/2025,6/17/2025,
001Hr000028ZcFi,"Borough Of West Chester, PA",Open,Initial Interest,Top Funnel,Top of Funnel,Sydney Ireland,6/10/2026,5/27/2026,
001Hr000028Zc13,"Borough of Yeadon, PA",Open,Initial Interest,Top Funnel,Top of Funnel,Asher Rosenfeld,,1/5/2025,
001Hr000028Zdk8,"Box Elder County, UT",Closed Lost,,Lost,,Jenny Allison,11/4/2025,11/3/2025,
001Hr000028ZdK7,"Bradley County, TN",Open,Initial Interest,Top Funnel,Top of Funnel,Leila Assil,6/6/2025,5/30/2025,
001Hr000028ZdK3,"Bryan County, GA",Closed Lost,,Lost,,Liam Shaw,5/16/2024,1/5/2025,
001Hr000028ZcM7,"Butte County, CA",Open,Initial Interest,Top Funnel,Top of Funnel,Ali Cohen,,12/12/2025,
001Hr000028Zdja,"Camden County, GA",Closed Won,,Won,,Shane Lieberman,10/21/2024,1/5/2025,27000
001Hr000028Zdt4,"Canyon County, ID",Open,Initial Interest,Top Funnel,Top of Funnel,Ali Cohen,,12/17/2025,
001Hr000028ZdPp,"Carlisle Township, OH",Open,Initial Interest,Top Funnel,Top of Funnel,Ali Cohen,2/16/2026,2/4/2026,
001Hr000028ZdXt,"Cass County, MO",Open,Sales Qualified,Mid Funnel,Mid Funnel,Ben Laddis,6/3/2026,5/13/2026,
001Hr000028Zdps,"Cass County, ND",Closed Lost,,Lost,,Blake Anderson,5/28/2026,5/20/2026,
001Hr000028ZdpO,"Champaign County, IL",Open,Initial Interest,Top Funnel,Top of Funnel,Quinzel Perry,,6/3/2025,
001Hr000028ZdbG,"Champaign County, OH",Closed Lost,,Lost,,Ali Cohen,2/17/2026,2/6/2026,
001cv00000bBX19,"Charleston County, SC",Closed Lost,,Lost,,Ali Cohen,3/6/2026,3/4/2026,
001Hr000028Zcp5,"Charter Township Of Alpine, MI",Closed Lost,,Lost,,Quinzel Perry,3/17/2025,3/17/2025,
001Hr000028Zcog,"Charter Township Of Benton, MI",Closed Lost,,Lost,,Quinzel Perry,3/7/2025,1/5/2025,
001Hr000028Zcot,"Charter Township Of Bridgeport, MI",Open,Sales Qualified,Mid Funnel,Mid Funnel,Sydney Ireland,5/7/2026,5/4/2026,
001cv00000AuYMa,"Charter Township Of China, MI",Open,Initial Interest,Top Funnel,Top of Funnel,Sydney Ireland,5/14/2026,5/12/2026,
001Hr000028ZcuD,"Charter Township Of Emmett, MI",Open,Initial Interest,Top Funnel,Top of Funnel,Asher Rosenfeld,,1/5/2025,
001Hr000028ZcqC,"Charter Township Of Fenton, MI",Open,Meeting Booked,Top Funnel,Top of Funnel,Nick Martino,6/8/2026,6/3/2026,
001Hr000028Zd5R,"Charter Township Of Gaines, MI",Closed Lost,,Lost,,Asher Rosenfeld,,1/5/2025,
001Hr000028Zd5R,"Charter Township Of Gaines, MI",Closed Lost,,Lost,,Asher Rosenfeld,,1/5/2025,
001Hr000028ZdEi,"Charter Township Of Independence, MI",Open,Initial Interest,Top Funnel,Top of Funnel,Asher Rosenfeld,,1/5/2025,
001Hr000028Zd7z,"Charter Township Of Kalamazoo, MI",Closed Lost,,Lost,,Quinzel Perry,2/20/2025,2/5/2025,15000
001Hr000028Zc6y,"Charter Township Of Lansing, MI",Open,Initial Interest,Top Funnel,Top of Funnel,Sydney Ireland,4/30/2026,3/25/2026,
001Hr000028ZcxC,"Charter Township Of Lyon, MI",Open,Initial Interest,Top Funnel,Top of Funnel,Quinzel Perry,,2/5/2025,
001Hr000028ZcxC,"Charter Township Of Lyon, MI",Open,Initial Interest,Top Funnel,Top of Funnel,Ali Cohen,,1/8/2026,
001Hr000028ZcxC,"Charter Township Of Lyon, MI",Open,Initial Interest,Top Funnel,Top of Funnel,Sydney Ireland,5/12/2026,5/4/2026,
001Hr000028Zd3V,"Charter Township Of Oakland, MI",Closed Lost,,Lost,,Sydney Ireland,5/27/2026,5/20/2026,
001Hr000028ZdA0,"Charter Township Of Oshtemo, MI",Open,Initial Interest,Top Funnel,Top of Funnel,Quinzel Perry,1/6/2025,1/5/2025,
001Hr000028ZdA0,"Charter Township Of Oshtemo, MI",Closed Lost,,Lost,,Ali Cohen,1/20/2026,1/13/2026,
001Hr000028Zc9O,"Charter Township Of Pennfield, MI",Open,Initial Interest,Top Funnel,Top of Funnel,Sydney Ireland,5/21/2026,5/12/2026,
001Hr000028ZclR,"Charter Township Of Union, MI",Closed Lost,,Lost,,Quinzel Perry,9/30/2024,1/5/2025,
001Hr000028Zd0E,"Charter Township Of Zeeland, MI",Closed Lost,,Lost,,Quinzel Perry,9/17/2024,1/5/2025,
001Hr000028ZdMd,"Cheatham County, TN",Closed Lost,,Lost,,Leila Assil,1/7/2025,1/5/2025,
001cv00000bAdh2,"Cherokee County, GA",Open,Initial Interest,Top Funnel,Top of Funnel,Emily Murnane,,3/27/2026,
001cv00000bBX0q,Chesterfield County,Open,Initial Interest,Top Funnel,Top of Funnel,Ali Cohen,,3/26/2026,
001Hr000028ZdAl,"City and County of Butte-Silver Bow, MT",Closed Won,,Won,,Joe del Rosario,3/31/2025,1/5/2025,59000
001Hr000028Zcab,"City Of Aberdeen, MS",Closed Lost,,Lost,,Liam Shaw,7/15/2024,1/5/2025,
001Hr000028Zcab,"City Of Aberdeen, MS",Open,Meeting Booked,Top Funnel,Top of Funnel,Sydney Ireland,6/1/2026,5/29/2026,
001Hr000028ZdHn,"City Of Aberdeen, SD",Closed Lost,,Lost,,Asher Rosenfeld,,1/5/2025,
001Hr000028ZdHn,"City Of Aberdeen, SD",Open,Proposal,Mid Funnel,Mid Funnel,Sydney Ireland,2/24/2026,2/23/2026,33000
001cv00000AuXis,"City Of Abernathy, TX",Open,Initial Interest,Top Funnel,Top of Funnel,Lucy Nemerov,,5/12/2026,
001Hr000028Zc1q,"City Of Adel, GA",Closed Lost,,Lost,,Asher Rosenfeld,,1/5/2025,
001Hr000028Zd0F,"City Of Agoura Hills, CA",Closed Lost,,Lost,,Troy LeCaire,,1/5/2025,
001Hr000028ZddN,"City Of Alachua, FL",Open,Initial Interest,Top Funnel,Top of Funnel,Ryan Minter,1/26/2026,1/12/2026,
001Hr000028ZdAe,"City Of Alamogordo, NM",Closed Lost,,Lost,,Alicia Gopal,11/12/2025,11/6/2025,
001Hr000028Zbwp,"City Of Alamosa, CO",Open,Demo,Mid Funnel,Mid Funnel,Catherine Silvestri,5/21/2026,5/6/2026,
001Hr000028Zcdm,"City Of Albany, CA",Closed Lost,,Lost,,Troy LeCaire,,1/5/2025,
001Hr000028Zcdm,"City Of Albany, CA",Closed Lost,,Lost,,Troy LeCaire,,1/5/2025,
001Hr000028Zcdm,"City Of Albany, CA",Open,Initial Interest,Top Funnel,Top of Funnel,Leila Assil,,1/29/2025,
001Hr000028ZclP,"City Of Albertville, MN",Closed Lost,,Lost,,Liam Shaw,11/18/2024,1/5/2025,
001cv000006fUcz,"City Of Aledo, TX",Closed Won,,Won,,Granger West,3/18/2025,3/17/2025,10000
001cv00000bBWTe,City of Alexandria,Open,Initial Interest,Top Funnel,Top of Funnel,Ali Cohen,,3/26/2026,
001cv00000AuZco,"City Of Alexandria, KY",Open,Initial Interest,Top Funnel,Top of Funnel,Ryan Minter,,7/22/2025,
001Hr000028Zcg4,"City Of Algona, IA",Closed Lost,,Lost,,Ben Laddis,2/23/2026,2/13/2026,
001Hr000028Zc9F,"City Of Alice, TX",Open,Initial Interest,Top Funnel,Top of Funnel,Emily Murnane,,9/9/2025,
001Hr000028ZcVZ,"City Of Alliance, NE",Closed Lost,,Lost,,Quinzel Perry,9/4/2024,1/5/2025,
001Hr000028Zbnz,"City Of Alliance, OH",Closed Lost,,Lost,,Joe del Rosario,10/3/2024,1/5/2025,30000
001Hr000028ZcJH,"City Of Alma, AR",Open,Meeting Booked,Top Funnel,Top of Funnel,Liam Shaw,10/14/2024,1/5/2025,
001Hr000028Zdbp,"City Of Alpharetta, GA",Closed Lost,,Lost,,Quinzel Perry,3/21/2025,3/20/2025,
001Hr000028ZcD2,"City Of Alpine, TX",Closed Lost,,Lost,,Shane Lieberman,7/24/2024,1/5/2025,
001Hr000028ZcMf,"City Of Alpine, UT",Closed Lost,,Lost,,Quinzel Perry,,1/5/2025,
001Hr000028ZcMf,"City Of Alpine, UT",Open,Initial Interest,Top Funnel,Top of Funnel,Catherine Silvestri,,5/5/2026,
001Hr000028Zbru,"City Of Altamonte Springs, FL",Closed Lost,,Lost,,Shane Lieberman,2/27/2024,1/5/2025,
001Hr000028ZcZI,"City Of Alton, TX",Open,Initial Interest,Top Funnel,Top of Funnel,Lucy Nemerov,3/3/2026,2/26/2026,
001cv00000AuXek,"City Of Alturas, CA",Closed Lost,,Lost,,Andy Blakely,7/1/2025,6/26/2025,18000
001Hr000028ZdMK,"City Of Alva, OK",Closed Lost,,Lost,,Liam Shaw,7/17/2024,1/5/2025,
001Hr000028ZcBW,"City Of Alvin, TX",Open,Initial Interest,Top Funnel,Top of Funnel,Granger West,,2/24/2025,
001Hr000028ZcTU,City of Amarillo,Open,Initial Interest,Top Funnel,Top of Funnel,Ryan Minter,11/18/2025,11/10/2025,
001Hr000028Zc2b,"City Of Ames, IA",Open,Initial Interest,Top Funnel,Top of Funnel,Ben Laddis,,4/15/2026,
001Hr000028ZdVD,"City Of Amherst, OH",Closed Won,,Won,,Asher Rosenfeld,10/21/2024,1/5/2025,15000
001Hr000028Zbuy,"City Of Ammon, ID",Closed Lost,,Lost,,Asher Rosenfeld,,1/5/2025,
001Hr000028Zc82,"City Of Anacortes, WA",Closed Lost,,Lost,,Joe del Rosario,10/8/2024,1/5/2025,
001Hr000028ZcKu,"City Of Anadarko, OK",Open,Initial Interest,Top Funnel,Top of Funnel,Lucy Nemerov,4/13/2026,4/6/2026,
001Hr000028ZcBt,"City Of Anamosa, IA",Closed Lost,,Lost,,Asher Rosenfeld,,1/5/2025,
001Hr000028ZcBt,"City Of Anamosa, IA",Open,Meeting Booked,Top Funnel,Top of Funnel,Ben Laddis,7/14/2026,4/13/2026,
001Hr000028Zccz,"City Of Andalusia, AL",Closed Lost,,Lost,,Granger West,5/20/2025,5/6/2025,
001Hr000028ZccZ,"City Of Anderson, CA",Open,Initial Interest,Top Funnel,Top of Funnel,Lucy Nemerov,,5/22/2026,
001Hr000028Zcvb,"City Of Andover, KS",Closed Lost,,Lost,,Asher Rosenfeld,,1/5/2025,
001Hr000028Zcvb,"City Of Andover, KS",Closed Lost,,Lost,,Ryan Minter,2/3/2026,11/20/2025,
001Hr000028Zcuj,"City Of Andover, MN",Open,Initial Interest,Top Funnel,Top of Funnel,Asher Rosenfeld,,1/5/2025,
001Hr000028Zbrc,"City Of Andrews, TX",Open,Initial Interest,Top Funnel,Top of Funnel,Leila Assil,,8/11/2025,
001Hr000028ZcTn,"City Of Angola, IN",Closed Lost,,Lost,,Asher Rosenfeld,,1/5/2025,
001Hr000028Zc2E,"City Of Anna, TX",Closed Lost,,Lost,,Shane Lieberman,11/20/2024,1/5/2025,57000
001Hr000028Zd3u,"City Of Anniston, AL",Closed Won,,Won,,Leila Assil,7/9/2025,1/5/2025,34000
001Hr000028Zcoa,"City Of Anoka, MN",Closed Lost,,Lost,,Asher Rosenfeld,,1/5/2025,
001cv00000AuXA8,"City Of Anson, TX",Open,Initial Interest,Top Funnel,Top of Funnel,Lucy Nemerov,,4/17/2026,
001Hr000028Zci2,"City Of Ansonia, CT",Open,Initial Interest,Top Funnel,Top of Funnel,Alicia Gopal,1/14/2026,10/14/2025,
001cv00000AuWQM,"City Of Anthony, KS",Closed Lost,,Lost,,Ryan Minter,,7/14/2025,
001Hr000028ZcmI,"City Of Anthony, NM",Closed Lost,,Lost,,Alicia Gopal,11/14/2025,11/10/2025,
001Hr000028ZcUP,"City Of Anthony, TX",Open,Initial Interest,Top Funnel,Top of Funnel,Lucy Nemerov,,4/13/2026,
001Hr000028ZdOl,"City Of Antigo, WI",Closed Lost,,Lost,,Leila Assil,,1/8/2025,
001Hr000028ZcFU,City of Antioch,Closed Lost,,Lost,,Ali Cohen,3/12/2026,2/27/2026,
001cv00000AuWpe,"City Of Antlers, OK",Open,Initial Interest,Top Funnel,Top of Funnel,Lucy Nemerov,2/19/2026,2/13/2026,
001Hr000028ZbpS,"City Of Apache Junction, AZ",Open,Initial Interest,Top Funnel,Top of Funnel,Ali Cohen,,11/6/2025,
001Hr000028Zcgp,"City Of Arab, AL",Closed Lost,,Lost,,Shane Lieberman,4/3/2024,1/5/2025,
001Hr000028Zcgp,"City Of Arab, AL",Open,Initial Interest,Top Funnel,Top of Funnel,Leila Assil,,2/7/2025,
001Hr000028ZcMe,"City Of Arcadia, CA",Open,Initial Interest,Top Funnel,Top of Funnel,Ryan Minter,,10/6/2025,
001Hr000028ZcAk,"City Of Arcadia, FL",Closed Lost,,Lost,,Asher Rosenfeld,,1/5/2025,
001Hr000028Zcrm,"City Of Arden Hills, MN",Closed Lost,,Lost,,Shane Lieberman,7/12/2024,1/5/2025,
001Hr000028Zd0d,"City Of Arkansas City, KS",Open,Proposal,Mid Funnel,Mid Funnel,Ryan Minter,1/22/2026,1/21/2026,20000
001Hr000028Zchr,"City Of Arnold, MO",Closed Lost,,Lost,,Ben Laddis,3/26/2026,1/28/2026,
001Hr000028ZcwO,"City Of Arroyo Grande, CA",Open,Initial Interest,Top Funnel,Top of Funnel,Leila Assil,,2/25/2025,
001Hr000028ZcwO,"City Of Arroyo Grande, CA",Open,Initial Interest,Top Funnel,Top of Funnel,Ali Cohen,1/30/2026,1/14/2026,
001Hr000028Zcoe,"City Of Artesia, NM",Open,Initial Interest,Top Funnel,Top of Funnel,Alicia Gopal,,2/10/2026,
001Hr000028Zd47,"City Of Asbury Park, NJ",Open,Initial Interest,Top Funnel,Top of Funnel,Ryan Minter,,3/9/2026,
001Hr000028ZbxH,"City Of Asheboro, NC",Open,Initial Interest,Top Funnel,Top of Funnel,Ben Laddis,,5/28/2026,
001Hr000028Zcfe,"City Of Ashland, KY",Closed Lost,,Lost,,Quinzel Perry,2/18/2025,2/13/2025,
001Hr000028ZdYv,"City Of Ashland, OH",Closed Lost,,Lost,,Asher Rosenfeld,,1/5/2025,
001Hr000028ZcgB,"City Of Ashland, WI",Closed Lost,,Lost,,Liam Shaw,3/19/2024,1/5/2025,
001Hr000028ZcgB,"City Of Ashland, WI",Closed Lost,,Lost,,Nick Martino,4/1/2026,3/23/2026,
001Hr000028ZdZE,"City Of Ashtabula, OH",Closed Lost,,Lost,,Granger West,10/18/2024,1/5/2025,
001Hr000028ZbtX,"City Of Aspen, CO",Closed Lost,,Lost,,Catherine Silvestri,3/16/2026,3/10/2026,
001Hr000028ZbsW,"City Of Astoria, OR",Open,Initial Interest,Top Funnel,Top of Funnel,Leila Assil,,2/5/2025,
001Hr000028ZcaD,"City Of Atchison, KS",Closed Lost,,Lost,,Asher Rosenfeld,,1/5/2025,
001Hr000028ZcaD,"City Of Atchison, KS",Open,Meeting Booked,Top Funnel,Top of Funnel,Maia Golub,6/3/2026,6/3/2026,
001Hr000028ZdDx,"City Of Athens, AL",Closed Won,,Won,,Leila Assil,3/26/2025,3/6/2025,20000
001Hr000028Zc83,"City Of Atlanta, TX",Closed Lost,,Lost,,Shane Lieberman,1/9/2024,1/5/2025,
001Hr000028Zbyw,"City Of Atlantic, IA",Closed Lost,,Lost,,Harrison Peacock,9/18/2024,1/5/2025,
001Hr000028Zbyw,"City Of Atlantic, IA",Closed Lost,,Lost,,Harrison Peacock,6/3/2025,5/22/2025,
001Hr000028ZbdJ,"City Of Atlantic Beach, FL",Closed Lost,,Lost,,Asher Rosenfeld,,1/5/2025,
001Hr000028Zc2R,"City Of Attalla, AL",Closed Lost,,Lost,,Shane Lieberman,4/1/2024,1/5/2025,
001Hr000028ZcKt,"City Of Attleboro, MA",Open,Verbal,Mid Funnel,Mid Funnel,Alicia Gopal,2/4/2026,2/2/2026,56000
001Hr000028ZdeK,"City Of Auburn, AL",Open,Initial Interest,Top Funnel,Top of Funnel,Asher Rosenfeld,,1/5/2025,
001Hr000028Zc6Q,"City Of Auburn, NY",Closed Lost,,Lost,,Asher Rosenfeld,,1/5/2025,
001Hr000028Zc6Q,"City Of Auburn, NY",Open,Initial Interest,Top Funnel,Top of Funnel,Alicia Gopal,1/12/2026,1/7/2026,
001Hr000028Zcq8,"City Of Augusta, ME",Open,Initial Interest,Top Funnel,Top of Funnel,Asher Rosenfeld,,1/5/2025,
001Hr000028Zcq8,"City Of Augusta, ME",Open,Initial Interest,Top Funnel,Top of Funnel,Nick Martino,,11/6/2025,
001Hr000028Zcq8,"City Of Augusta, ME",Open,Meeting Booked,Top Funnel,Top of Funnel,Alicia Gopal,5/27/2026,5/22/2026,
001Hr000028ZckN,"City Of Aurora, MO",Open,Initial Interest,Top Funnel,Top of Funnel,Asher Rosenfeld,,1/5/2025,
001Hr000028Zcut,"City Of Austin, MN",Closed Won,,Won,,Asher Rosenfeld,6/18/2024,1/5/2025,7500
001Hr000028Zd3d,"City Of Avenal, CA",Closed Lost,,Lost,,Ali Cohen,10/9/2025,10/3/2025,
001Hr000028ZdBZ,"City Of Avon Lake, OH",Open,Initial Interest,Top Funnel,Top of Funnel,Emily Murnane,,10/1/2025,
001Hr000028ZcGM,"City Of Azle, TX",Open,Initial Interest,Top Funnel,Top of Funnel,Ryan Minter,,8/25/2025,
001Hr000028Zbte,"City Of Aztec, NM",Closed Lost,,Lost,,Alicia Gopal,2/5/2026,1/29/2026,
001Hr000028Zc9D,"City Of Azusa, CA",Open,Initial Interest,Top Funnel,Top of Funnel,Ryan Minter,1/12/2026,12/10/2025,
001Hr000028Zbow,"City Of Bainbridge Island, WA",Closed Lost,,Lost,,Catherine Silvestri,3/24/2026,3/11/2026,
001Hr000028ZcHp,City of Bakersfield,Open,Initial Interest,Top Funnel,Top of Funnel,Catherine Silvestri,,4/16/2026,
001Hr000028ZbrM,"City Of Balch Springs, TX",Closed Lost,,Lost,,Asher Rosenfeld,,1/5/2025,
001cv00000AuXff,"City Of Balcones Heights, TX",Closed Lost,,Lost,,Andy Blakely,9/5/2025,9/3/2025,
001cv00000AuXY7,"City Of Ball Ground, GA",Open,Demo,Mid Funnel,Mid Funnel,Hugh Bargeron,4/28/2026,4/20/2026,
001Hr000028Zbw9,"City Of Ballwin, MO",Closed Lost,,Lost,,Shane Lieberman,9/20/2024,1/5/2025,55000
001Hr000028ZbwA,"City Of Bangor, ME",Closed Lost,,Lost,,Troy LeCaire,,1/5/2025,
001Hr000028ZbwA,"City Of Bangor, ME",Closed Lost,,Lost,,Alicia Gopal,4/17/2026,4/10/2026,
001Hr000028ZdTM,"City Of Baraboo, WI",Closed Lost,,Lost,,Liam Shaw,3/12/2024,1/5/2025,
001Hr000028ZcPt,"City Of Barnesville, GA",Closed Lost,,Lost,,Asher Rosenfeld,,1/5/2025,
001Hr000028Zcps,"City Of Bartlett, TN",Open,Initial Interest,Top Funnel,Top of Funnel,Sydney Ireland,2/9/2026,2/2/2026,
001Hr000028Zctp,"City Of Batavia, IL",Open,Demo,Mid Funnel,Mid Funnel,Alicia Gopal,5/28/2026,4/30/2026,
001Hr000028ZdQI,"City Of Battle Creek, MI",Closed Lost,,Lost,,Ali Cohen,5/13/2026,5/7/2026,
001Hr000028Zd5V,"City Of Bay City, MI",Open,Initial Interest,Top Funnel,Top of Funnel,Asher Rosenfeld,,1/5/2025,
001Hr000028ZdNs,"City Of Bayonne, NJ",Open,Initial Interest,Top Funnel,Top of Funnel,Ryan Minter,,11/7/2025,
001Hr000028Zc5r,"City Of Baytown, TX",Open,Initial Interest,Top Funnel,Top of Funnel,Emily Murnane,,2/10/2026,
001Hr000028Zbs1,"City Of Beaufort, SC",Open,Initial Interest,Top Funnel,Top of Funnel,,,1/5/2025,
001cv00000AuaNH,"City Of Beaumont, CA",Closed Lost,,Lost,,Catherine Silvestri,4/6/2026,3/23/2026,
001cv00000AuYR5,"City Of Beaver Dam, KY",Closed Lost,,Lost,,Ryan Minter,7/15/2025,7/1/2025,
001Hr000028Zbti,"City Of Bee Cave, TX",Open,Initial Interest,Top Funnel,Top of Funnel,Leila Assil,,8/26/2025,
001Hr000028Zd56,"City Of Beech Grove, IN",Open,Initial Interest,Top Funnel,Top of Funnel,Quinzel Perry,,3/25/2025,
